3, 227839049, 1.297293897964621, 4.812711810735305, 143233.71010094287, 3.8445923421696559e-05
2, 227839049, 1.7260569938654817, 3.7985026424931174, 143505.91194534081, 0.52989825250620581
2, 227839049, 2.154820089767262, 3.131475280941756, 144105.5350048792, 8.9160202324529709e-05
3, 227839049, 2.262010863742092, 2.9979038045562474, 144286.77315436734, 6.8035650716921476e-05
2, 227839049, 2.583583185675917, 2.6528623001775578, 144732.63150460712, 0.0001442506468154934
2, 227839049, 2.905155507607215, 2.371793050524228, 144888.25555991626, 8.6413466676352849e-05
2, 227839049, 3.226727829535205, 2.1373592677962825, 145449.7459973947, 7.6985420108265649e-05
3, 227839049, 3.548300151462894, 1.938084691148584, 145743.20209015391, 6.2874483927317836e-05
5, 227839049, 3.869872473388402, 1.766045454250257, 146067.12901710227, 6.1728309493607421e-05
5, 227839049, 4.19144479532048, 1.6155799884495816, 146259.66750225759, 7.1455009990946099e-05
5, 227839049, 4.513017117248673, 1.482526792821429, 146337.26314050576, 0.0002192790049926417
4, 227839049, 4.834589439179904, 1.3637530586017097, 146536.0368463342, 6.0916980649121061e-05
4, 227839049, 5.156161761129701, 1.256851805405752, 146712.93117884954, 6.237145709062211e-05
4, 227839049, 5.477734083079653, 1.1599408589012072, 146891.20399202782, 6.3516925184657814e-05
5, 227839049, 5.799306405029616, 1.0715256362417551, 147000.87334895696, 0.0001205701052799863
5, 227839049, 6.120878726979604, 0.9904031745896769, 147311.01546927582, 0.00010660000240256696
5, 227839049, 6.442451048929634, 0.9155935527208106, 147514.35739590591, 6.2689651737530747e-05
5, 227839049, 6.764023370879725, 0.846289948065565, 147861.25365762183, 0.00014822248213970996
6, 227839049, 7.085595692828136, 0.7818216440931394, 148007.19629060043, 0.00011357128143463081
6, 227839049, 7.407168014778424, 0.7216262102036024, 148112.58594593647, 0.00013543854669104436
6, 227839049, 7.7287403367273875, 0.6652282905547982, 148301.29353715637, 0.00018472193994897824
6, 227839049, 8.050312658675836, 0.6122232290517313, 148505.51705025695, 0.00013307871878517435
6, 227839049, 8.371884980625682, 0.5622642834503437, 148917.3782204256, 0.00010283166279647912
6, 227839049, 8.693457302575629, 0.5150525375569515, 149578.98482326203, 0.00011638060660228699
6, 227839049, 9.015029624525557, 0.4703288657618374, 150091.76360103459, 6.8452743450605604e-05
4, 227839049, 9.336601946475515, 0.42786747573748385, 150603.22801352388, 0.00020699153825906759
3, 227839049, 9.658174268425446, 0.3874706769032048, 151190.98972782298, 2.0866255628225274
3, 227839049, 9.9797465903751, 0.34896460982724054, 151701.09168849423, 0.00025282402511106505
3, 227839049, 10.301318912324724, 0.31219573547935187, 151996.391098419, 0.00016283443011684526
3, 227839049, 10.622891234274611, 0.27702793017413097, 152152.15941333238, 0.00031949318463879515
3, 227839049, 10.944463556223942, 0.24334006695772126, 152533.16505703385, 5.8526186359188635e-05
4, 227839049, 11.266035878173787, 0.21102399042127074, 152905.59526870417, 0.00015814951829109191
4, 227839049, 11.58760820012367, 0.17998281181605624, 153448.90899604556, 0.00038933249518030078
4, 227839049, 11.909180522073456, 0.150129466555037, 153649.42984597007, 0.00012024771779726895
4, 227839049, 12.230752844023169, 0.12138548791663162, 154463.29444668282, 0.00027037585152240863
4, 227839049, 12.552325165973034, 0.09367995987796274, 154794.33818077482, 0.00010364268654407119
4, 227839049, 12.873897487922788, 0.06694861913577177, 155227.3734550802, 0.00037232541391133447
4, 227839049, 13.195469809872705, 0.041133081990635256, 155662.07572925705, 0.000137450339542895
4, 227839049, 13.517042131822354, 0.016180176224984466, 156013.86078867296, 0.51049976846437317
4, 227839049, 13.73142367978885, -3.985922703009237e-11, 156212.32994644795, 0.00022874857915823688
